"employee_number","attrition","age","monthly_income","department","job_level","job_role","gender","marital_status","distance_from_home","education","business_travel","over_time","job_satisfaction","environment_satisfaction","job_involvement","performance_rating","relationship_satisfaction","total_working_years","stock_option_level","training_times_last_year","work_life_balance","years_at_company","years_in_current_role","years_since_last_promotion","years_with_curr_manager"
620,"0",35,4859,"Sales",2,"Sales Executive","Female","Single",1,3,"Travel_Rarely","No",3,1,3,3,4,5,0,3,3,5,4,0,3
621,"0",34,5337,"Sales",2,"Sales Executive","Male","Single",21,4,"Travel_Rarely","No",4,4,4,3,4,10,0,3,3,10,7,5,7
622,"1",26,2340,"Research & Development",1,"Laboratory Technician","Male","Single",24,3,"Travel_Rarely","Yes",4,3,1,3,2,1,0,3,1,1,0,0,0
623,"0",37,7491,"Research & Development",3,"Manufacturing Director","Female","Single",1,3,"Travel_Rarely","No",4,2,3,3,4,12,0,3,4,6,5,1,2
624,"0",46,10527,"Research & Development",3,"Healthcare Representative","Female","Married",18,1,"Travel_Frequently","No",3,1,3,3,4,28,0,3,2,2,2,1,2
625,"0",41,16595,"Sales",4,"Manager","Female","Married",2,5,"Travel_Rarely","No",1,2,3,3,2,22,1,2,3,18,16,11,8
626,"0",37,8834,"Sales",3,"Sales Executive","Male","Divorced",9,4,"Non-Travel","No",2,1,3,3,4,9,1,6,3,9,5,7,7
630,"0",52,5577,"Research & Development",2,"Research Scientist","Male","Divorced",6,2,"Travel_Rarely","Yes",1,4,3,3,2,18,2,3,3,10,9,6,9
631,"1",32,4707,"Sales",2,"Sales Executive","Male","Married",11,4,"Non-Travel","No",3,4,4,3,4,6,0,2,3,4,2,1,2
632,"0",24,2400,"Sales",1,"Sales Representative","Male","Married",24,3,"Travel_Frequently","No",4,4,3,3,3,3,2,3,3,2,2,2,1
635,"0",37,6447,"Research & Development",2,"Manufacturing Director","Female","Married",1,4,"Travel_Rarely","No",2,2,3,3,2,8,1,2,2,6,5,4,3
639,"0",24,2725,"Research & Development",1,"Research Scientist","Male","Married",23,3,"Travel_Rarely","Yes",4,2,4,3,2,6,2,3,3,6,5,1,4
641,"0",26,6272,"Sales",2,"Sales Executive","Male","Married",28,2,"Travel_Rarely","No",2,1,3,4,4,6,2,5,4,5,3,1,4
643,"0",24,2127,"Research & Development",1,"Laboratory Technician","Male","Married",17,2,"Travel_Rarely","No",2,4,2,4,4,1,1,2,3,1,0,0,0
644,"0",50,18200,"Human Resources",5,"Manager","Male","Married",3,3,"Travel_Frequently","No",2,1,3,3,3,32,1,2,3,32,5,10,7
645,"0",25,2096,"Sales",1,"Sales Representative","Male","Married",13,1,"Travel_Rarely","No",3,2,3,3,3,7,0,1,3,7,4,0,6
647,"1",24,2886,"Research & Development",1,"Laboratory Technician","Female","Married",7,3,"Travel_Frequently","Yes",3,1,3,3,4,6,1,4,3,6,3,1,2
648,"1",30,2033,"Sales",1,"Sales Representative","Male","Married",12,4,"Travel_Frequently","No",1,2,2,3,3,1,1,2,4,1,0,0,0
650,"1",31,4233,"Sales",2,"Sales Executive","Male","Divorced",13,4,"Travel_Rarely","No",1,2,3,3,3,9,0,2,1,3,1,1,2
652,"0",35,3681,"Research & Development",2,"Laboratory Technician","Male","Single",25,2,"Travel_Rarely","No",4,1,2,3,4,9,0,3,3,3,2,0,2
655,"0",27,2187,"Research & Development",1,"Research Scientist","Female","Divorced",6,4,"Travel_Rarely","No",3,1,2,3,3,6,2,5,2,5,3,0,3
656,"0",37,9602,"Sales",2,"Sales Executive","Male","Married",2,3,"Travel_Rarely","Yes",3,4,3,3,3,17,1,3,2,3,0,1,0
657,"0",20,2836,"Research & Development",1,"Research Scientist","Female","Single",1,3,"Travel_Rarely","No",2,4,2,3,4,1,0,0,4,1,0,0,0
659,"0",42,4089,"Research & Development",2,"Healthcare Representative","Female","Married",2,4,"Travel_Rarely","No",4,3,3,3,2,10,2,4,3,10,2,2,2
663,"0",43,5679,"Research & Development",2,"Laboratory Technician","Male","Divorced",9,5,"Travel_Frequently","Yes",3,4,3,3,2,10,1,3,3,8,7,4,7
664,"0",48,15402,"Research & Development",4,"Manager","Female","Married",1,4,"Travel_Rarely","No",1,4,2,3,1,21,1,3,1,3,2,0,2
665,"0",44,5985,"Human Resources",2,"Human Resources","Female","Single",1,4,"Travel_Rarely","No",3,1,2,3,2,10,0,1,4,2,2,0,2
666,"0",34,2579,"Sales",1,"Sales Representative","Female","Divorced",14,3,"Travel_Rarely","Yes",3,3,3,3,4,8,2,3,3,8,2,0,6
667,"1",27,3041,"Sales",1,"Sales Representative","Male","Divorced",2,1,"Travel_Rarely","No",1,3,3,3,2,5,1,3,3,4,3,0,2
669,"0",21,3447,"Sales",1,"Sales Representative","Male","Single",22,1,"Travel_Rarely","No",3,3,3,3,3,3,0,2,3,3,2,1,2
671,"0",44,19513,"Research & Development",5,"Manager","Male","Married",3,4,"Travel_Rarely","Yes",4,4,3,3,1,26,1,2,4,2,2,0,1
675,"0",22,2773,"Research & Development",1,"Research Scientist","Male","Married",6,1,"Travel_Rarely","No",3,1,3,4,4,3,0,3,3,2,2,2,2
679,"0",32,6322,"Research & Development",2,"Research Scientist","Female","Married",9,4,"Travel_Rarely","Yes",4,1,3,3,4,6,1,2,2,6,4,0,5
680,"0",30,2083,"Research & Development",1,"Research Scientist","Female","Divorced",3,3,"Travel_Frequently","No",3,3,3,4,3,1,1,2,3,1,0,0,0
682,"0",53,8381,"Sales",2,"Sales Executive","Female","Single",1,1,"Travel_Rarely","No",1,4,3,4,4,18,0,2,4,14,7,8,10
683,"0",34,2691,"Research & Development",1,"Research Scientist","Male","Married",1,5,"Travel_Rarely","No",4,2,3,3,4,10,1,4,2,10,9,8,8
684,"1",45,4286,"Sales",2,"Sales Executive","Female","Married",26,4,"Travel_Frequently","No",1,1,3,3,4,5,2,4,3,1,1,0,0
686,"0",26,2659,"Research & Development",1,"Laboratory Technician","Female","Married",6,3,"Travel_Rarely","Yes",4,3,3,3,3,3,1,2,3,3,2,0,2
689,"0",37,9434,"Research & Development",3,"Manufacturing Director","Male","Married",3,3,"Travel_Rarely","No",3,3,3,3,3,10,1,2,3,10,7,7,8
690,"0",29,5561,"Sales",2,"Sales Executive","Female","Married",3,2,"Travel_Rarely","No",3,2,3,3,1,6,1,5,2,6,0,1,2
692,"0",33,7725,"Research & Development",2,"Healthcare Representative","Male","Divorced",6,3,"Travel_Frequently","No",4,3,3,4,3,15,1,2,1,13,11,4,7
698,"0",54,10725,"Human Resources",3,"Human Resources","Male","Married",19,4,"Travel_Rarely","No",2,3,3,3,3,16,1,1,4,9,7,7,1
699,"0",36,8847,"Research & Development",2,"Manufacturing Director","Male","Divorced",9,2,"Travel_Rarely","Yes",2,2,2,3,3,13,1,2,3,3,2,0,2
701,"1",20,1009,"Research & Development",1,"Research Scientist","Male","Single",10,1,"Travel_Rarely","Yes",3,4,3,3,4,1,0,5,3,1,0,1,1
702,"1",33,3348,"Research & Development",1,"Research Scientist","Male","Single",3,3,"Travel_Frequently","Yes",1,1,3,3,1,10,0,3,3,10,8,9,7
704,"0",35,1281,"Research & Development",1,"Laboratory Technician","Male","Married",3,3,"Non-Travel","No",3,3,2,3,3,1,2,3,3,1,0,0,0
705,"0",23,2819,"Research & Development",1,"Research Scientist","Male","Married",4,3,"Travel_Rarely","No",1,1,4,3,1,5,1,3,4,3,2,0,2
709,"0",38,4028,"Sales",2,"Sales Executive","Female","Single",7,4,"Travel_Rarely","No",4,4,2,4,1,8,0,2,3,7,7,0,5
712,"0",48,8120,"Sales",2,"Sales Executive","Male","Married",2,1,"Travel_Rarely","No",2,2,4,3,4,12,0,3,3,2,2,2,2
714,"0",27,4647,"Sales",2,"Sales Executive","Female","Divorced",3,1,"Travel_Frequently","Yes",4,4,4,4,2,6,2,3,3,6,5,0,4
715,"0",37,4680,"Research & Development",1,"Research Scientist","Male","Single",10,2,"Travel_Rarely","No",4,4,4,3,1,4,0,2,3,1,0,0,0
716,"0",50,3221,"Research & Development",1,"Laboratory Technician","Male","Married",28,1,"Travel_Rarely","Yes",3,4,4,3,3,20,3,3,3,20,8,3,8
717,"0",34,8621,"Research & Development",3,"Healthcare Representative","Female","Single",9,3,"Travel_Rarely","No",2,4,2,3,2,9,0,3,4,8,7,7,7
720,"1",24,4577,"Sales",2,"Sales Executive","Female","Single",3,2,"Travel_Rarely","No",3,1,3,3,1,4,0,3,3,2,2,2,0
722,"0",32,5396,"Sales",2,"Sales Executive","Male","Single",10,3,"Travel_Rarely","No",4,4,3,3,4,10,0,2,2,10,7,0,8
723,"1",50,6796,"Sales",2,"Sales Executive","Male","Married",8,2,"Travel_Frequently","Yes",3,2,3,3,1,18,1,4,3,4,3,1,3
724,"0",38,7625,"Research & Development",2,"Healthcare Representative","Female","Single",1,4,"Travel_Rarely","No",4,2,4,3,3,10,0,4,2,9,7,1,8
727,"0",32,11159,"Research & Development",3,"Research Director","Female","Single",3,2,"Travel_Rarely","No",4,3,3,3,4,10,0,6,3,7,7,7,7
728,"0",47,4960,"Sales",2,"Sales Executive","Male","Single",14,4,"Travel_Rarely","No",1,4,3,3,4,20,0,2,3,7,7,1,7
730,"0",53,14814,"Research & Development",4,"Research Director","Male","Married",7,3,"Travel_Rarely","No",3,3,4,3,3,32,0,3,3,5,1,1,3
731,"0",41,19141,"Human Resources",5,"Manager","Male","Divorced",10,4,"Travel_Rarely","No",4,2,2,3,2,23,3,2,2,21,6,12,6
732,"0",60,5405,"Sales",2,"Sales Executive","Male","Single",16,4,"Travel_Rarely","No",1,1,3,3,4,10,0,1,3,2,2,2,2
734,"0",41,19189,"Human Resources",5,"Manager","Male","Married",1,3,"Travel_Rarely","No",3,4,2,3,2,22,1,3,3,22,7,2,10
738,"0",50,3875,"Sales",1,"Sales Representative","Male","Married",8,4,"Travel_Rarely","No",2,4,3,3,4,4,1,2,3,2,2,2,2
741,"1",28,2216,"Research & Development",1,"Research Scientist","Female","Single",1,2,"Travel_Rarely","Yes",2,1,1,3,4,10,0,4,3,7,7,3,7
742,"0",36,11713,"Research & Development",3,"Research Director","Female","Married",8,3,"Non-Travel","No",1,1,4,3,1,10,1,2,3,8,7,0,5
744,"0",44,3708,"Research & Development",1,"Laboratory Technician","Male","Single",24,3,"Non-Travel","No",3,1,1,3,3,9,0,5,3,5,2,1,4
749,"0",29,2642,"Sales",1,"Sales Representative","Male","Single",10,3,"Travel_Rarely","No",3,3,3,3,3,1,0,6,3,1,0,0,0
752,"1",42,2759,"Research & Development",1,"Research Scientist","Male","Divorced",19,3,"Travel_Frequently","Yes",3,3,4,3,4,7,0,2,3,2,2,2,2
757,"0",34,6142,"Research & Development",2,"Healthcare Representative","Female","Single",8,2,"Travel_Rarely","No",3,2,3,3,4,10,0,2,3,5,1,4,3
758,"0",23,2500,"Research & Development",1,"Laboratory Technician","Male","Married",9,1,"Travel_Rarely","No",1,2,3,3,4,5,1,2,4,4,3,0,2
760,"0",39,6389,"Human Resources",2,"Human Resources","Female","Married",3,3,"Travel_Rarely","No",2,3,4,3,3,12,1,3,1,8,3,3,6
762,"0",56,11103,"Research & Development",4,"Healthcare Representative","Male","Married",9,3,"Travel_Rarely","No",4,3,3,3,3,30,0,1,2,10,7,1,1
764,"0",27,6811,"Research & Development",2,"Healthcare Representative","Female","Single",7,3,"Travel_Rarely","No",1,4,2,3,1,9,0,2,1,7,6,0,7
766,"0",29,2297,"Sales",1,"Sales Representative","Male","Divorced",10,3,"Travel_Rarely","No",2,4,3,3,4,2,2,2,3,2,2,2,2
769,"0",53,2450,"Research & Development",2,"Laboratory Technician","Male","Single",6,3,"Travel_Rarely","No",4,4,3,3,4,19,0,4,3,2,2,2,2
771,"0",35,5093,"Research & Development",2,"Healthcare Representative","Female","Divorced",2,4,"Non-Travel","No",1,4,3,3,1,16,1,2,4,1,0,0,0
772,"0",32,5309,"Research & Development",2,"Laboratory Technician","Male","Married",24,4,"Travel_Frequently","No",4,1,3,3,4,10,2,2,3,10,8,4,7
773,"0",38,3057,"Research & Development",1,"Research Scientist","Male","Married",2,5,"Travel_Rarely","Yes",3,4,3,3,2,6,1,0,1,1,0,0,1
775,"0",34,5121,"Research & Development",2,"Manufacturing Director","Female","Divorced",8,5,"Travel_Rarely","No",1,2,3,3,3,7,1,3,3,0,0,0,0
780,"1",33,2686,"Research & Development",1,"Research Scientist","Male","Single",1,4,"Travel_Rarely","Yes",4,4,3,3,3,10,0,2,2,10,9,7,8
781,"0",25,6180,"Sales",2,"Sales Executive","Female","Single",26,1,"Travel_Rarely","No",4,3,3,4,2,6,0,5,2,6,5,1,4
783,"0",45,6632,"Sales",2,"Sales Representative","Male","Single",2,2,"Travel_Rarely","No",3,2,1,3,1,9,0,3,3,8,7,3,1
784,"0",23,3505,"Research & Development",1,"Research Scientist","Male","Single",10,1,"Travel_Rarely","No",3,1,4,3,4,2,0,3,3,2,2,0,2
785,"1",47,6397,"Sales",2,"Sales Executive","Female","Single",27,2,"Travel_Frequently","Yes",3,2,4,3,4,8,0,2,3,5,4,1,3
787,"1",55,19859,"Research & Development",5,"Manager","Male","Married",2,3,"Travel_Rarely","Yes",1,4,3,3,4,24,1,2,3,5,2,1,4
791,"0",52,4258,"Research & Development",1,"Research Scientist","Male","Married",19,4,"Non-Travel","No",4,4,3,3,1,5,1,3,3,4,3,1,2
793,"0",29,4335,"Research & Development",2,"Healthcare Representative","Female","Married",27,3,"Travel_Rarely","No",3,2,3,3,1,11,1,3,2,8,7,1,1
796,"1",26,5326,"Sales",2,"Sales Executive","Male","Single",8,3,"Travel_Rarely","No",1,4,2,3,3,6,0,2,2,4,3,1,2
799,"0",54,5485,"Research & Development",2,"Manufacturing Director","Female","Divorced",19,4,"Travel_Rarely","Yes",1,4,3,3,2,9,2,4,3,5,3,1,4
800,"0",27,4342,"Sales",2,"Sales Executive","Male","Married",8,1,"Travel_Frequently","No",4,3,3,3,2,5,1,3,3,4,2,1,1
802,"0",37,2782,"Research & Development",1,"Research Scientist","Female","Divorced",10,1,"Travel_Rarely","Yes",1,4,3,3,2,6,2,3,2,5,3,4,3
803,"0",38,5980,"Research & Development",2,"Manufacturing Director","Female","Single",2,4,"Travel_Frequently","Yes",1,1,4,3,4,17,0,2,3,15,7,4,12
804,"0",34,4381,"Research & Development",1,"Research Scientist","Female","Single",2,4,"Travel_Rarely","No",1,3,2,3,3,6,0,3,3,6,5,1,3
808,"0",34,6500,"Sales",2,"Sales Executive","Female","Married",8,2,"Travel_Rarely","No",1,3,3,3,2,6,1,1,3,3,2,1,2
811,"1",23,1601,"Research & Development",1,"Laboratory Technician","Male","Married",6,3,"Travel_Rarely","Yes",1,3,4,4,3,1,2,2,3,0,0,0,0
812,"0",24,2694,"Research & Development",1,"Laboratory Technician","Male","Divorced",9,3,"Non-Travel","No",2,3,2,3,3,1,3,4,3,1,0,0,0
813,"0",52,3149,"Research & Development",2,"Laboratory Technician","Female","Married",11,4,"Travel_Rarely","No",3,4,3,4,2,9,1,3,3,5,2,1,4
816,"1",29,2319,"Research & Development",1,"Laboratory Technician","Female","Married",1,2,"Travel_Rarely","Yes",1,2,2,3,4,1,1,1,3,1,0,0,0
817,"0",33,11691,"Research & Development",3,"Research Director","Male","Married",7,3,"Travel_Rarely","No",3,3,3,3,4,14,0,3,4,13,9,3,7
819,"1",33,5324,"Sales",2,"Sales Executive","Female","Single",16,3,"Travel_Rarely","No",1,1,3,3,3,6,0,3,3,3,2,0,2
823,"0",36,5228,"Research & Development",2,"Manufacturing Director","Female","Married",1,3,"Travel_Rarely","No",2,3,3,3,1,10,1,2,3,9,7,0,5
824,"0",29,2700,"Research & Development",1,"Research Scientist","Male","Married",23,2,"Travel_Rarely","No",3,3,4,4,3,10,1,3,3,10,7,0,7
825,"1",58,19246,"Research & Development",5,"Research Director","Male","Single",2,4,"Travel_Rarely","Yes",2,4,3,3,4,40,0,2,3,31,15,13,8
826,"0",35,2506,"Research & Development",1,"Research Scientist","Female","Single",1,4,"Travel_Rarely","No",3,4,4,3,3,7,0,0,3,2,2,2,2
827,"0",42,6062,"Research & Development",2,"Manufacturing Director","Female","Married",1,2,"Travel_Rarely","Yes",4,4,2,3,4,8,1,4,3,4,3,0,2
828,"1",28,4382,"Research & Development",1,"Research Scientist","Male","Single",2,4,"Travel_Rarely","No",3,3,3,3,4,5,0,3,2,2,2,2,1
829,"0",36,2143,"Human Resources",1,"Human Resources","Male","Married",13,3,"Travel_Rarely","No",2,3,3,3,2,8,1,2,3,5,2,0,4
830,"0",32,6162,"Research & Development",2,"Manufacturing Director","Female","Married",4,3,"Travel_Rarely","No",3,3,2,3,3,14,1,3,3,14,13,6,8
832,"0",40,5094,"Research & Development",2,"Laboratory Technician","Male","Single",16,4,"Travel_Frequently","No",3,1,2,3,4,10,0,6,3,1,0,0,0
833,"0",30,6877,"Research & Development",2,"Manufacturing Director","Female","Single",2,3,"Travel_Rarely","Yes",4,3,2,4,2,12,0,4,2,0,0,0,0
834,"0",45,2274,"Research & Development",1,"Research Scientist","Female","Single",2,3,"Travel_Rarely","No",3,2,2,3,4,1,0,3,3,1,0,0,0
836,"0",42,4434,"Research & Development",2,"Manufacturing Director","Male","Married",29,3,"Travel_Rarely","No",2,2,3,3,4,10,1,3,2,9,8,7,8
838,"0",34,2553,"Research & Development",1,"Research Scientist","Female","Single",16,4,"Travel_Frequently","No",4,3,2,3,3,6,0,3,3,5,2,1,3
840,"1",49,7654,"Sales",3,"Sales Executive","Female","Married",11,3,"Travel_Rarely","No",4,3,3,3,1,9,2,3,4,9,8,7,7
842,"1",55,5160,"Sales",2,"Sales Executive","Male","Single",2,1,"Travel_Rarely","No",4,3,3,3,3,12,0,3,2,9,7,7,3
843,"0",43,17159,"Research & Development",4,"Research Director","Male","Married",14,2,"Travel_Rarely","No",1,2,3,4,3,22,1,3,3,4,1,1,0
844,"0",27,12808,"Research & Development",3,"Research Director","Male","Divorced",5,1,"Travel_Rarely","Yes",4,3,2,3,2,9,1,3,3,9,8,0,8
845,"0",35,10221,"Research & Development",3,"Manufacturing Director","Male","Single",7,3,"Travel_Rarely","No",3,3,3,4,2,17,0,3,4,8,5,1,6
846,"0",28,4779,"Sales",2,"Sales Executive","Female","Married",2,4,"Travel_Rarely","Yes",2,2,3,4,1,8,0,2,3,8,7,7,5
848,"1",26,2366,"Research & Development",1,"Research Scientist","Female","Married",5,2,"Travel_Frequently","Yes",3,3,2,3,1,8,1,2,3,8,7,1,7
855,"0",33,4037,"Sales",2,"Sales Executive","Male","Divorced",1,3,"Travel_Rarely","No",1,1,4,4,1,9,1,5,3,9,8,0,8
861,"0",30,3761,"Research & Development",1,"Research Scientist","Male","Divorced",5,4,"Travel_Frequently","No",4,2,2,3,2,10,1,3,2,5,4,0,3
862,"0",53,10934,"Sales",3,"Sales Executive","Female","Married",7,2,"Travel_Rarely","Yes",4,1,2,3,4,35,1,3,3,5,2,0,4
864,"0",45,10761,"Sales",3,"Sales Executive","Male","Divorced",9,3,"Travel_Rarely","Yes",1,4,3,3,3,18,1,2,3,5,4,0,2
865,"0",32,5175,"Research & Development",2,"Research Scientist","Female","Married",8,2,"Travel_Rarely","No",3,3,4,3,3,9,1,3,2,5,3,1,3
868,"0",37,6334,"Sales",2,"Sales Executive","Male","Divorced",16,4,"Travel_Rarely","No",3,4,2,3,4,9,2,2,3,1,0,0,0
869,"0",28,4936,"Human Resources",1,"Human Resources","Male","Divorced",8,2,"Travel_Rarely","No",4,2,2,3,4,6,1,6,3,5,1,0,4
875,"0",42,2515,"Research & Development",1,"Research Scientist","Male","Single",2,1,"Travel_Frequently","Yes",4,2,3,3,4,8,0,2,3,2,1,2,2
878,"0",36,2342,"Human Resources",1,"Human Resources","Male","Married",8,3,"Travel_Rarely","No",1,1,2,4,3,6,0,3,3,5,4,0,3
879,"0",25,4194,"Sales",2,"Sales Executive","Male","Married",3,1,"Travel_Rarely","Yes",1,3,3,3,4,5,0,3,3,5,3,0,3
880,"0",35,10685,"Research & Development",3,"Manufacturing Director","Female","Married",9,3,"Travel_Rarely","Yes",3,4,2,4,2,17,1,2,3,17,14,5,15
881,"1",35,2022,"Research & Development",1,"Research Scientist","Female","Divorced",25,4,"Travel_Frequently","Yes",2,4,3,3,1,10,1,3,2,10,2,7,8
887,"0",49,3580,"Research & Development",1,"Research Scientist","Female","Married",1,3,"Travel_Rarely","No",1,3,3,3,2,7,1,2,3,4,2,0,2
888,"0",24,3162,"Research & Development",1,"Laboratory Technician","Male","Married",4,1,"Non-Travel","No",4,1,2,3,4,6,0,2,2,5,2,3,4
894,"0",42,5231,"Research & Development",2,"Laboratory Technician","Female","Married",3,3,"Travel_Rarely","Yes",4,3,4,3,2,17,1,1,2,5,3,1,3
895,"0",31,2356,"Research & Development",1,"Research Scientist","Male","Married",11,4,"Travel_Rarely","Yes",4,4,3,3,2,8,1,2,3,6,4,0,2
896,"1",29,2800,"Sales",1,"Sales Representative","Female","Divorced",1,3,"Travel_Rarely","Yes",3,2,2,3,3,5,3,3,3,3,2,0,2
897,"0",53,11836,"Sales",4,"Sales Executive","Male","Married",8,3,"Travel_Rarely","No",4,1,3,3,3,28,1,3,3,2,0,2,2
899,"0",35,10903,"Research & Development",3,"Manufacturing Director","Male","Married",25,3,"Travel_Rarely","No",2,4,2,3,1,16,0,2,3,13,10,4,8
900,"0",37,2973,"Sales",1,"Sales Representative","Female","Married",21,2,"Travel_Frequently","No",4,3,3,3,2,10,1,3,3,5,4,0,0
901,"0",53,14275,"Research & Development",4,"Research Director","Female","Single",23,4,"Travel_Rarely","No",4,4,3,3,3,33,0,0,3,12,9,3,8
904,"0",37,7642,"Sales",3,"Sales Executive","Male","Single",19,2,"Non-Travel","Yes",2,1,3,3,4,10,0,2,3,10,0,0,9
905,"0",50,17924,"Research & Development",4,"Manager","Male","Divorced",2,4,"Non-Travel","No",1,1,3,3,4,31,1,3,3,31,6,14,7
909,"0",39,5204,"Human Resources",2,"Human Resources","Female","Married",2,3,"Travel_Rarely","No",4,4,2,3,3,13,2,2,3,5,4,0,4
911,"1",32,2795,"Research & Development",1,"Laboratory Technician","Male","Single",25,4,"Travel_Rarely","Yes",4,1,3,4,3,1,0,2,1,1,0,0,1
912,"0",29,2532,"Research & Development",1,"Laboratory Technician","Female","Divorced",7,1,"Travel_Rarely","No",4,1,2,3,3,8,3,5,3,4,3,0,3
913,"0",44,2559,"Research & Development",1,"Research Scientist","Male","Married",9,2,"Travel_Rarely","Yes",1,2,3,3,4,8,0,0,3,8,7,7,1
916,"0",28,4908,"Sales",2,"Sales Executive","Male","Single",5,4,"Travel_Rarely","No",4,1,3,3,2,4,0,3,3,4,2,0,2
918,"1",58,2380,"Research & Development",1,"Laboratory Technician","Male","Divorced",2,1,"Travel_Frequently","Yes",4,4,2,3,4,3,1,3,2,1,0,0,0
922,"1",20,2044,"Sales",1,"Sales Representative","Female","Single",2,3,"Travel_Rarely","No",3,3,2,3,4,2,0,3,2,2,2,0,2
923,"1",21,2693,"Research & Development",1,"Research Scientist","Female","Single",18,1,"Travel_Rarely","No",4,4,3,3,1,1,0,3,2,1,0,0,0
924,"0",36,6586,"Research & Development",2,"Healthcare Representative","Male","Married",14,1,"Travel_Rarely","Yes",4,3,3,3,1,17,1,2,2,16,8,4,11
925,"0",47,3294,"Sales",1,"Sales Representative","Female","Single",2,4,"Travel_Rarely","Yes",4,4,2,3,1,3,0,3,2,3,2,1,2
926,"1",22,4171,"Research & Development",2,"Manufacturing Director","Female","Married",3,1,"Travel_Rarely","Yes",3,2,3,3,1,4,1,3,4,3,2,0,2
927,"1",41,2778,"Research & Development",1,"Laboratory Technician","Female","Divorced",2,4,"Travel_Rarely","Yes",4,2,1,3,3,10,1,1,2,7,7,1,0
930,"0",28,2377,"Research & Development",1,"Research Scientist","Female","Divorced",9,3,"Travel_Rarely","No",3,3,3,3,2,6,1,2,3,2,2,2,2
932,"1",39,2404,"Research & Development",1,"Laboratory Technician","Male","Married",6,3,"Travel_Rarely","Yes",1,4,3,4,4,8,0,2,1,2,2,2,2
933,"0",27,2318,"Research & Development",1,"Research Scientist","Female","Single",4,3,"Travel_Rarely","No",3,2,3,3,3,1,0,2,3,1,1,0,0
934,"0",34,2008,"Research & Development",1,"Laboratory Technician","Male","Divorced",10,3,"Travel_Rarely","No",2,2,3,3,2,1,2,3,3,1,0,1,0
936,"0",42,6244,"Sales",2,"Sales Executive","Female","Single",14,2,"Travel_Rarely","No",3,3,2,3,1,10,0,6,3,5,4,0,3
939,"0",33,2799,"Research & Development",1,"Research Scientist","Male","Single",1,4,"Travel_Rarely","Yes",1,3,2,3,2,6,0,1,3,3,2,0,2
940,"0",58,10552,"Research & Development",3,"Healthcare Representative","Female","Divorced",5,3,"Travel_Rarely","Yes",2,3,2,3,4,24,1,3,3,6,0,0,4
941,"0",31,2329,"Sales",1,"Sales Representative","Male","Married",7,4,"Travel_Rarely","No",3,2,2,3,2,13,0,2,4,7,7,5,2
944,"0",49,7403,"Research & Development",3,"Laboratory Technician","Female","Married",8,2,"Travel_Rarely","No",2,1,3,3,3,29,1,3,2,26,9,1,7
945,"0",48,2259,"Research & Development",1,"Research Scientist","Male","Married",20,4,"Travel_Rarely","No",3,4,3,3,1,13,2,2,2,0,0,0,0
947,"0",31,6932,"Sales",2,"Sales Executive","Female","Married",20,2,"Non-Travel","No",3,4,3,3,4,9,1,2,2,9,8,0,0
949,"0",36,4678,"Research & Development",1,"Research Scientist","Male","Single",7,4,"Travel_Rarely","No",4,2,3,3,3,8,0,6,3,6,2,0,1
950,"0",38,13582,"Research & Development",3,"Research Director","Female","Married",1,3,"Travel_Rarely","No",1,4,3,3,2,15,1,3,3,15,12,5,11
952,"1",25,2413,"Sales",1,"Sales Representative","Male","Married",19,2,"Travel_Rarely","Yes",2,3,2,3,3,1,3,2,3,1,0,0,0
956,"0",26,4294,"Sales",2,"Sales Executive","Male","Single",1,3,"Travel_Frequently","No",1,3,2,3,2,7,0,2,3,7,7,0,7
957,"0",41,4721,"Research & Development",1,"Laboratory Technician","Male","Single",6,3,"Travel_Rarely","Yes",1,4,3,3,3,20,0,3,3,18,13,2,17
958,"0",36,2519,"Research & Development",1,"Laboratory Technician","Male","Single",2,4,"Travel_Rarely","No",3,3,3,4,3,16,0,6,3,11,8,3,9
959,"1",19,2121,"Sales",1,"Sales Representative","Male","Single",21,3,"Travel_Rarely","Yes",2,4,2,3,2,1,0,3,4,1,0,0,0
960,"1",20,2973,"Research & Development",1,"Laboratory Technician","Male","Single",4,3,"Travel_Rarely","No",1,1,3,3,2,1,0,2,3,1,0,0,0
961,"0",31,5855,"Research & Development",2,"Healthcare Representative","Female","Married",12,3,"Travel_Rarely","Yes",4,4,3,3,3,10,2,2,1,9,7,8,5
964,"0",40,3617,"Research & Development",1,"Research Scientist","Male","Divorced",9,4,"Travel_Frequently","Yes",2,4,3,3,4,3,1,2,3,1,1,0,0
966,"0",32,6725,"Research & Development",2,"Manufacturing Director","Female","Married",3,4,"Travel_Rarely","No",1,3,3,3,3,8,1,2,4,8,7,6,3
967,"1",36,10325,"Sales",3,"Sales Executive","Male","Married",3,1,"Travel_Rarely","Yes",4,3,2,3,1,16,1,6,3,16,7,3,7
969,"0",33,6949,"Research & Development",2,"Healthcare Representative","Female","Single",1,3,"Travel_Rarely","No",4,2,2,3,1,6,0,3,3,5,0,1,4
970,"1",37,10609,"Sales",3,"Sales Executive","Male","Married",1,4,"Travel_Rarely","No",3,1,2,3,3,17,0,2,1,14,1,11,7
972,"0",45,4447,"Research & Development",2,"Laboratory Technician","Male","Married",4,2,"Non-Travel","No",2,3,3,3,2,9,0,5,2,9,7,0,8
974,"0",29,2157,"Sales",1,"Sales Representative","Female","Married",20,3,"Travel_Frequently","No",4,3,3,3,2,3,1,5,3,3,1,0,2
